Stop_Name,Stop_ID,latitude,longitude
KAZIM KARABEKIR CD-5,10656,36.9026618,30.6806488
KAZIM KARABEKIR CD-6,10657,36.9005604,30.6805184
KAZIM KARABEKIR CD-7,10658,36.8962917,30.680259
KAZIM KARABEKIR CD-8,10659,36.893748,30.680025
RAUF DENKTAS CD-1,10660,36.8618933,30.7929052
RAUF DENKTAS CD-2,10661,36.8620109,30.7953865
RAUF DENKTAS CD-3,10662,36.8621073,30.797593
RAUF DENKTAS CD-4,10664,36.862246,30.801045
RAUF DENKTAS CD-5,10665,36.8635113,30.8060345
RAUF DENKTAS CD-6,10667,36.8651672,30.8094347
RAUF DENKTAS CD-7,10668,36.8667675,30.812697
RAUF DENKTAS CD-8,10669,36.8678843,30.8149879
RAUF DENKTAS CD-9,10670,36.8689012,30.8177885
KARDES KENTLER CD,10672,36.877886,30.818397
KARDES KENTLER CADDESI,10673,36.8833639,30.8192527
KARDES KENTLER CD,10674,36.8856205,30.8201014
KARDES KENTLER CD-4,10675,36.8933376,30.8210748
KARDES KENTLER CD,10676,36.89887,30.819673
KARDES KENTLER CD,10677,36.903342,30.817646
KARDES KENTLER CD-7,10678,36.9157471,30.8169123
KARA ASLAN CD,10681,36.9042323,30.8249632
KARDES KENTLER CD,10682,36.8888519,30.8205494
KARDES KENTLER CD-11,10683,36.8829515,30.8186526
KARDES KENTLER CD,10684,36.877362,30.818278
KARDES KENTLER CD-13,10685,36.8708027,30.819688
RAUF DENKTAS CD-12,10686,36.8690984,30.8176609
RAUF DENKTAS CD-13,10688,36.8679089,30.8144784
RAUF DENKTAS CD-14,10689,36.866769,30.812117
RAUF DENKTAS CD-15,10690,36.8647613,30.8080355
RAUF DENKTAS CD-17,10692,36.8631017,30.8046347
KAPLAN SOKAK,10693,36.862484,30.8007543
RAUF DENKTAS CD-19,10694,36.8623343,30.7973612
RAUF DENKTAS CD,10695,36.8621946,30.7952278
RAUF DENKTAS CD-21,10696,36.8620447,30.7920778
ERASTA,10697,36.9052272,30.6631856
BUYUKSEHIR BELEDIYESI,10698,36.8952655,30.7075182
MEVLANA CD-1,10699,36.893802,30.7152523
MEVLANA CD-2,10700,36.8911126,30.7169422
ASPENDOS BLV-12,10701,36.8921197,30.7530976
ASPENDOS BLV-10,10703,36.896705,30.760786
ASPENDOS BLV-9,10704,36.896789,30.760259
ASPENDOS BLV-8,10705,36.8951157,30.757521
ASPENDOS BLV-7,10706,36.8922213,30.7526076
MEVLANA CD-3,10707,36.891164,30.7173742
MEVLANA CD-4,10708,36.8938396,30.715612
DUMLUPINAR BLV-9,10709,36.909847,30.663911
366 SK,10710,36.861463,30.6257724
32.CD-1,10711,36.8828874,30.6285761
CAMLIK CD-5,10712,36.8847874,30.6303321
CAMLIK CD-6,10713,36.887412,30.630417
1336 SK-1,10714,36.8917546,30.633286
1321.SK-1,10715,36.8933375,30.6342426
1315 SK-1,10716,36.8954067,30.6331867
1310.SK-2,10717,36.898627,30.63237
HURRIYET CD-10,10718,36.899924,30.635382
HURRIYET CD-11,10719,36.9009899,30.6470882
TARIK AKILTOPU CD-3,10720,36.8933711,30.6753004
MURATPASA LISESI,10721,36.8954082,30.6742315
TOROSLAR CD-3,10722,36.8970893,30.6704743
BUYUKSEHIR ITFAIYE,10723,36.9012651,30.6420058
HURRIYET CD-5,10724,36.90065,30.6386996
HURRIYET CD-6,10725,36.900145,30.633747
UNCALI CD-3,10726,36.8989485,30.6303687
UNCALI CD-4,10727,36.897073,30.629308
CAMLIK CD-7,10728,36.887177,30.630224
32.CD-4,10730,36.8829691,30.6283248
1310.SK-1,10731,36.8950916,30.629389
1321.SK-2,10732,36.8935384,30.6336926
EMNIYET CD-1,10733,36.8923011,30.6323123
10.SK-1,10734,36.8709998,30.8254865
10 SOKAK,10735,36.871813,30.8289055
10.SK-3,10736,36.8729895,30.8322259
10.SK-4,10737,36.8763524,30.8330677
10.SK-5,10738,36.8799327,30.8336781
10.SK-6,10739,36.8816158,30.8355972
10 SK-7,10740,36.8816252,30.8351777
10.SK-8,10741,36.8788977,30.8330069
10.SK-9,10742,36.8762912,30.8327502
10.SK-10,10743,36.8733654,30.8320724
10 SK-11,10744,36.8720985,30.8291139
10.SK-12,10745,36.8714108,30.826147
10.SK-13,10746,36.8706565,30.8226065
NAMIK KEMAL BLV-5,10747,36.918833,30.6724525
NAMIK KEMAL BLV-6,10748,36.9162904,30.6743879
NAMIK KEMAL BLV-3,10749,36.9138482,30.6767158
NAMIK KEMAL BLV-4,10750,36.9154134,30.6755369
ORGANIZE SANAYI,10751,37.0562248,30.6202629
ORGANIZE SANAYI,10752,37.0656372,30.6276484
HURRIYET CD-3,10753,36.9013019,30.6483744
ORGANIZE SANAYI 24.CADDE,10754,37.0706099,30.6247476
GAZI MUSTAFA KEMAL BLV-7,10755,36.8638381,30.6346079
436 SOKAK,10757,36.8678385,30.6328782
ORGANIZE SANAYI 24.CADDE,10758,37.0714574,30.6279072
75.YIL CD-4,10760,36.915312,30.646274
75.YIL CD-5,10761,36.9129335,30.6466276
75.YIL CD-6,10762,36.9059498,30.649609
3805.SK-1,10763,36.9021388,30.6530473
3805.SK-2,10764,36.9025042,30.6547871
KULTUR MAHALLE MUHTARLIGI,10765,36.902764,30.6566406
ORGANIZE SANAYI 24.CADDE,10766,37.07388,30.6285295
3805.SK-4,10767,36.9028765,30.6597242
KULTUR MAHALLESI,10768,36.9028578,30.6560402
3805.SK-6,10769,36.902285,30.6532297
3147.SK,10770,36.912673,30.649048
SHT.BIN.ERDOGAN OZDEMIR CD-1,10771,36.9101819,30.6456601
SHT.BIN.ERDOGAN OZDEMIR CD-2,10772,36.910321,30.642894
SHT.BIN.ERDOGAN OZDEMIR CD-3,10773,36.9106538,30.6362841
3760.SK,10774,36.9023651,30.6445957
GULVEREN DURAGI,10775,36.901915,30.6501366
TURGUT REIS CD-1,10776,36.8976201,30.6857053
TURGUT REIS CD-2,10777,36.9000437,30.6847862
9.SK-1,10778,36.9456648,30.7863312
OKUL SK,10779,36.9552905,30.7722817
UZUN SK,10780,36.9481223,30.7741809
10 SK,10782,36.9349639,30.7750533
KASLILAR SK-1,10783,36.9269691,30.7793017
ORGANIZE SANAYI 24.CD,10784,37.0789602,30.6271683
GULLUK ,10785,36.888008,30.6965932
ORGANIZE SANAYI 24.CD,10786,37.0834699,30.6245263
ORGANIZE SANAYI 24.CADDE,10787,37.083441,30.6242916
ORGANIZE SANAYI 24.CADDE,10788,37.0793336,30.62677
KAZIM KARABEKIR CD-9,10789,36.9003882,30.6806995
ORGANIZE SANAYI 24.CADDE,10790,37.0712958,30.6277222
PINAR CD-5,10791,36.898915,30.6735395
PINAR CD-1,10792,36.900809,30.673432
ORGANIZE SANAYI 24.CADDE,10793,37.0707672,30.6248267
MEHMET ATAY CD-9,10795,36.9249532,30.7359801
DEMIRGUL CAMI,10796,36.9139664,30.7361434
5844 SOKAK,10798,36.940644,30.744519
MUAMMER AKSOY CD-13,10800,36.950538,30.7441142
DR.SADIK AHMET CD,10801,37.0373088,30.6046793
MUAMMER AKSOY CD-14,10802,36.95001,30.72547
DUDEN SELALESI,10804,36.9641235,30.7257158
YESILIRMAK CD-22,10806,36.9408232,30.7103757
GOKTURK CD,10807,37.020414,30.6352458
GOKSU CD,10808,36.9361348,30.7071305
PALMIYE CD,10809,37.0199108,30.6455924
SUTCULER CD-12,10810,36.928077,30.714193
SAKARYA  BLV-7,10812,36.9187383,30.7000498
CEYHAN  CD-3,10814,36.9243974,30.7010811
SELALE CD.-4,10816,36.9259593,30.6950693
SELALE CD-4,10818,36.9289812,30.6994545
HURRIYET CD-16,10826,36.900236,30.638531
OTOGAR,10828,36.920686,30.6650235
BOGACAY CD-12,10830,36.852972,30.6143552
LIMAN CD-3,10832,36.8417018,30.6123801
PERGE BLV-2,10836,36.883615,30.7395611
ISMAIL CEM CD-3,10838,36.8808239,30.7315284
TESISLER CD-3,10842,36.857195,30.817237
LARA TURIZM YOLU,10844,36.8598723,30.8284273
LARA T.YOLU-16,10846,36.8611461,30.8420406
LARA T.YOLU-17,10848,36.8576045,30.8837099
TESISLER CD-5,10850,36.860106,30.8281063
TESISLER CD-6,10853,36.8570869,30.8167102
HAVAALANI CD-3,10856,36.8603014,30.7912007
SAHIL CD,10860,36.878456,30.91125
AKSU CD-1,10862,36.9371489,30.8400283
314.SK,10864,36.928353,30.840353
KARDES KENTLER CD-14,10866,36.8955409,30.8205497
HAVAALANI CD-4,10868,36.8727622,30.7858343
TERMESOS  BLV-9,10870,36.8936695,30.7370901
TERMESOS BLV-5,10871,36.893732,30.7367904
SELALE SK-1,10874,36.9253691,30.7744579
VARSAK AKTARMA MERKEZI,10876,36.9488472,30.7065719
SULEYMAN DEMIREL-BLV-14,10877,36.9457861,30.7085272
DUDEN CD-1,10879,36.950214,30.713298
DUDEN CD-2,10881,36.9562161,30.7162987
DUDEN CD-3,10882,36.9609504,30.7184936
DUDEN CD-4,10883,36.9643459,30.7210007
ANDIZLI SK-1,10885,36.9573238,30.7663189
ANDIZLI SK-2,10886,36.9551286,30.7661013
ANTALYA CD-1,10888,36.9496122,30.7597828
19.CD-3,10890,36.8785566,30.6391124
32.CD-3,10892,36.8836787,30.6342174
32.CD-2,10893,36.8835506,30.6344414
20.CD,10894,36.882569,30.63937
19.CD-4,10895,36.8787201,30.6389317
ANTALYA CD-2,10897,36.9200656,30.7674254
ANTALYA CD-3,10898,36.9238773,30.7657449
ANTALYA CD-4,10899,36.9270596,30.7648603
ANTALYA CD-5,10901,36.9492615,30.7600259
SARDUNYA SK,10902,36.9504214,30.7627054
DUDEN SELALESI,10905,36.9648375,30.7255682
3168.SK,10907,36.9619883,30.7307849
HURRIYET CD,10908,36.9541511,30.7433806
SPOR 89 SITESI,10909,36.9584367,30.7528611
KAKTUS SK-1,10910,36.9459767,30.7570894
KAKTUS SK-2,10913,36.94686,30.7559477
HURRIYET  CADDESI,10914,36.9542339,30.7435426
HURRIYET  CD-3,10915,36.9563572,30.7435291
BOGACAY CD-7,10916,36.8618749,30.6016185
SULEYMAN DEMIREL BLV-1,10919,36.9894574,30.7161089
MASAL PARKI,10920,36.9853466,30.7151692
SULEYMAN DEMIREL BLV-3,10921,36.9821594,30.7147952
SULEYMAN DEMIREL BLV-5,10922,36.9762141,30.7140275
SULEYMAN DEMIREL BLV-6,10923,36.9732463,30.7137205
SULEYMAN DEMIREL BLV-7,10924,36.9696202,30.7136982
SULEYMAN DEMIREL BLV-8,10925,36.9661524,30.7129221
SULEYMAN DEMIREL BLV-9,10926,36.961965,30.7112174
SULEYMAN DEMIREL BLV-10,10927,36.9599045,30.7103588
SULEYMAN DEMIREL BLV-11,10928,36.9561952,30.70874
SULEYMAN DEMIREL BLV-12,10929,36.952987,30.707897
YESILIRMAK CD-1,10931,36.9430402,30.7093457
YESILIRMAK CD-2,10932,36.9412735,30.7098627
YESILIRMAK CD-3,10933,36.9384491,30.7105897
YESILIRMAK CD-4,10934,36.9347677,30.7114184
YESILIRMAK CD-5,10935,36.9320348,30.7120656
YESILIRMAK CD-6,10936,36.9298114,30.7125611
YESILIRMAK CD-7,10937,36.9281791,30.7129332
YESILIRMAK CD-8,10938,36.9249476,30.7136571
YESILIRMAK CD-9,10939,36.9210662,30.7144991
YESILIRMAK CD-10,10940,36.918698,30.714964
KEPEZ BELEDIYESI,10941,36.9146464,30.7150596
KIZILIRMAK CD-2,10943,36.9079551,30.7156739
KIZILIRMAK CD-3,10944,36.9056987,30.7160017
AKDENIZ  UNV-2,10946,36.8927082,30.6545413
AKDENIZ  UNV-3,10947,36.8918887,30.6456698
AKDENIZ  UNV-5,10948,36.8952896,30.6545229
AKDENIZ  UNV-6,10949,36.8976633,30.6539235
AKDENIZ  UNV-9,10952,36.8997007,30.6553429
AKDENIZ  UNV-10,10953,36.8985249,30.6534262
AKDENIZ  UNV-11,10954,36.8974682,30.6536755
AKDENIZ  UNV-12,10955,36.8954118,30.6541749
AKDENIZ  UNV-14,10956,36.8950544,30.6521254
AKDENIZ  UNV-15,10957,36.8950366,30.6491013
AKDENIZ  UNV-16,10958,36.8922086,30.645437
AKDENIZ  UNV-19,10959,36.8924183,30.6547203
AKDENIZ  UNV-20,10960,36.8924628,30.6583769
KIZILIRMAK CD-7,10963,36.9002107,30.7160407
KIZILIRMAK CD-8,10964,36.9033995,30.7164179
KIZILIRMAK CD-9,10965,36.9057221,30.7163688
KIZILIRMAK CD-10,10966,36.9080748,30.7160623
KIZILIRMAK CD-11,10967,36.9110495,30.7157709
KEPEZ BELEDIYESI,10968,36.914875,30.7155589
YESILIRMAK CD-13,10969,36.9186755,30.7153624
YESILIRMAK CD-14,10970,36.9209581,30.714889
YESILIRMAK CD-15,10971,36.925724,30.7138364
YESILIRMAK CD-16,10972,36.928469,30.7132195
YESILIRMAK CD-18,10973,36.931892,30.7124746
YESILIRMAK CD-19,10974,36.9346171,30.7118733
YESILIRMAK CD-20,10975,36.9370285,30.7113388
YESILIRMAK CD-21,10976,36.93915,30.710783
SULEYMAN DEMIREL BLV-15,10977,36.9462726,30.7088039
SULEYMAN DEMIREL BLV-17,10979,36.9530133,30.7082741
SULEYMAN DEMIREL BLV-18,10980,36.9566009,30.7094187
SULEYMAN DEMIREL BLV-19,10981,36.9599672,30.710821
SULEYMAN DEMIREL BLV-20,10982,36.962228,30.711744
SULEYMAN DEMIREL BLV-21,10983,36.9664395,30.7134484
SULEYMAN DEMIREL BLV-23,10985,36.9733135,30.7141031
SULEYMAN DEMIREL BLV-24,10986,36.976465,30.714483
SULEYMAN DEMIREL BLV-26,10987,36.982045,30.715165
MASAL PARKI,10988,36.9858041,30.7157014
SAKARYA  BLV-1,10991,36.9179684,30.7137565
SAKARYA  BLV-2,10992,36.9187277,30.709724
SAKARYA  BLV-3,10993,36.9191089,30.7063991
SAKARYA  BLV-6,10997,36.9187562,30.6970146
SUNA INAN KIRAC PARKI,10999,36.9091953,30.640417
3734 SOKAK,11000,36.9054389,30.6388687
3709.SK-1,11001,36.90734,30.6422987
3709.SK-3,11003,36.9053953,30.6449423
3760 SOKAK,11004,36.9024067,30.6416748
DUMLUPINAR BLV.YANYOLU,11005,36.9074119,30.6637061
ZIYA GOKALP CD-1,11006,36.9158513,30.675953
ZIYA GOKALP CD-2,11007,36.9165158,30.6779465
SAKARYA  BLV-14,11009,36.9184,30.697288
SAKARYA  BLV-15,11010,36.9184342,30.7001796
SAKARYA  BLV-16,11011,36.918839,30.7067012
SAKARYA  BLV-17,11012,36.91794,30.7121985
BURHANETTIN ONAT CD-1,11013,36.8860405,30.7192439
BURHANETTIN ONAT CD-7,11014,36.883112,30.7185731
BURHANETTIN ONAT CD-8,11015,36.8861275,30.719627
AHMET CESME CD,11017,36.9841728,30.7052738
HACI MUSTAFA CD,11019,36.9764847,30.7081745
FATIH TERIM CD-2,11020,36.9758113,30.7066842
FATIH TERIM CD-3,11021,36.9746123,30.7039691
FATIH TERIM CD-4,11022,36.9732273,30.7017035
FATIH TERIM CD-5,11023,36.9727675,30.6981973
KARACABEY CD,11024,36.9715377,30.6964696
1542 SK-1,11025,36.9681576,30.70252
1545 SK-2,11026,36.9666749,30.704392
1538 SK-2,11027,36.9652425,30.7049315
AHMET CESME CD,11031,36.9809809,30.7075627
GOKSU CD,11034,36.9294338,30.7071139
GOKSU CD-3,11035,36.9244299,30.7073111
ALIYA IZZET BEGOVIC CD-7,11036,36.9219111,30.7071854
ALIYA IZZET BEGOVIC CD-8,11037,36.9216753,30.7041656
DUNYA GOZ HASTANESI,11040,36.9172898,30.6943806
YILDIRIM BEYAZIT CD,11041,36.9141902,30.6958043
YILDIRIM BEYAZIT CD-4,11042,36.9128237,30.6966827
EVLIYA CELEBI CD-4,11044,36.9004518,30.7031342
EVLIYA CELEBI CD-5,11045,36.8986997,30.7080629
YILDIRIM BEYAZIT CD,11047,36.9124893,30.6972103
YILDIRIM BEYAZIT CD-5,11048,36.9149249,30.6956977
DUNYA GOZ HASTANESI,11049,36.9172261,30.6946239
ALIYA IZZET BEGOVIC CD-1,11050,36.920625,30.695865
ALIYA IZZET BEGOVIC CD-3,11051,36.921435,30.703831
GOKSU CD-4,11052,36.9246025,30.7075407
SELALE CD-17,11056,36.9287775,30.698855
SELALE CD,11057,36.9270415,30.6954096
2892 SK,11059,36.9239696,30.6824329
HALIDE EDIP CD-1,11061,36.9224243,30.6775024
SAKARYA BLV-9,11063,36.9222957,30.6717499
ANTALYA BULVARI YANYOL,11064,36.9238847,30.6687198
SAKARYA  BLV-10 ,11065,36.9220608,30.6718676
SAKARYA BLV-11,11066,36.9212391,30.6750999
2892 SOKAK,11067,36.9240681,30.681822
2892.SK-3,11068,36.9232589,30.6851966
MEVLANA CD-4,11070,36.98474,30.7410334
5664 SOKAK,11072,36.9598238,30.7274067
5664.SK-2,11073,36.9541011,30.7273001
SUTCULER CD-1,11074,36.9484911,30.7269017
SUTCULER CD-2,11075,36.9444026,30.7248275
SUTCULER CD-3,11076,36.941967,30.724054
SUTCULER CD-4,11077,36.9390352,30.7221314
SUTCULER CD-5,11078,36.93604,30.7189571
SUTCULER CD-6,11079,36.9328803,30.71697
SUTCULER CD-7,11080,36.9306114,30.7157834
TOROSLAR CD-6,11081,36.8968771,30.6709529
SUTCULER CD-8,11082,36.9305649,30.7160013
SUTCULER CD-9,11083,36.9345116,30.7179456
SUTCULER-9,11084,36.9361604,30.7193743
SUTCULER CD-10,11085,36.9385867,30.7220871
SUTCULER CD-11,11087,36.948604,30.727264
SELALE CD,11088,36.9824508,30.7410152
MEVLANA CD-5,11089,36.9847959,30.7415008
MEHMET AKIF  CADDESI,11090,36.9129116,30.6874816
MEHMET AKIF  CD-2,11091,36.9118862,30.6847411
MEHMET AKIF CD-3,11092,36.911767,30.6849796
HASTANE CD-1,11093,36.9315824,30.7206794
HASTANE CD-3,11095,36.9303418,30.731142
KIRCICEGI CD,11098,36.9358798,30.7416591
BARAJ MESLEKI VE TEKNIK ANADOLU LISESI,11100,36.9342998,30.7480229
4403.SK,11101,36.9303065,30.7483957
PTT CD-2,11102,36.8539459,30.8014877
LARA T.YOLU-11,11104,36.8605377,30.8370952
GOZDE CD-1,11106,36.8989392,30.8377688
PAPATYA SK,11107,36.8993637,30.8347115
EMINELLER CD,11108,36.9027153,30.8313131
KARA ASLAN CD,11109,36.9043199,30.8208341
TESISLER CD,11111,36.8593902,30.8219385
TESISLER CD-2,11112,36.8555314,30.8110953
PTT CD-5,11113,36.8540894,30.8012851
BARAJ MH,11114,36.934563,30.7486861
SAGLIK OCAGI,11115,36.9363731,30.7478563
3502.SK-2,11116,36.9370675,30.745069
KIRCICEGI CD-9,11117,36.9354967,30.7414256
3550 SK-2,11118,36.9318078,30.73843
HASTANE CD-4,11119,36.9305199,30.7307948
HASTANE CD-5,11121,36.9317738,30.7206264
CAMLIK MEVKI-5,11122,36.857672,30.811051
ERMENEK KAVSAGI,11123,36.861681,30.817588
KARA ASLAN CD.,11124,36.9042044,30.8208425
GOZDE CD-2,11125,36.8921144,30.8404397
10 SOKAK,11126,36.8837039,30.838288
ERMENEK KAVSAGI,11130,36.861824,30.817865
CAMLIK MEVKI-4,11131,36.8575842,30.810759
5861 SOKAK,11134,36.9402565,30.747659
TOPTANCI HAL,11137,36.9219439,30.7385104
Y.HAL YOLU-1,11139,36.913614,30.7396349
ASIK VEYSEL CD-6,11140,36.9091494,30.7376799
ASIK VEYSEL CD-8,11142,36.9063699,30.7347437
TERMESOS BLV-1,11143,36.9043235,30.7340611
TERMESOS BLV-2,11144,36.9015902,30.735001
TERMESOS BLV-3,11145,36.8993275,30.7355587
TERMESOS BLV-4,11146,36.8964289,30.7362125
TERMESOS BLV-6,11147,36.8906946,30.7377659
ASMALI SK-1,11149,36.8690623,30.8087625
ASMALI SK-2,11150,36.8665711,30.8035841
TERMESOS BLV-7,11152,36.8894324,30.7385316
TERMESOS BLV-8,11153,36.8910311,30.7378978
TERMESOS BLV-10,11154,36.8964779,30.7364545
TOPTANCI HAL,11156,36.9220465,30.7388281
KIRCICEGI CD-2,11157,36.9288172,30.742451
3550 SK-2,11158,36.9325942,30.7432418
2974 SOKAK,11162,36.9289508,30.6953157
2974 SK,11164,36.92878,30.695295
MUAMMER AKSOY CD-1,11166,36.9492244,30.7133602
MUAMMER AKSOY CD-2,11167,36.949294,30.716057
MUAMMER AKSOY CD-3,11168,36.9496321,30.721833
MUAMMER AKSOY CD-4,11169,36.949737,30.725334
2371.SK-1,11170,36.9192713,30.7340325
NECIP FAZIL KISAKUREK CADDESI,11171,36.9180027,30.7245641
NECIP FAZIL KISAKUREK CD,11173,36.917773,30.724554
NECIP FAZIL KISAKUREK CD,11174,36.9180976,30.7295022
2371.SK-2,11175,36.9189988,30.7338134
MUAMMER AKSOY CD-12,11177,36.9499522,30.7224179
MUAMMER AKSOY CD-6,11178,36.9496938,30.7166354
MUAMMER AKSOY CD,11181,36.9503129,30.73931
TURGUT OZAL CD,11184,36.947499,30.747223
TURGUT OZAL CD-2,11185,36.945636,30.748336
ARABA PAZARI,11186,36.9415108,30.7505152
SAKARYA  BLV-7,11187,36.9188057,30.6912373
SAKARYA  BLV-8,11188,36.9192107,30.6852661
SAKARYA BLV-12,11190,36.918775,30.686226
SAKARYA BLV-13,11191,36.918409,30.691605
TURGUT OZAL CD-4,11192,36.9458113,30.7485296
TURGUT OZAL CD-5,11193,36.9485861,30.7469401
MUAMMER AKSOY CD-8,11194,36.950866,30.7429405
MUAMMER AKSOY CD-9,11195,36.9507179,30.7394236
2401.SK,11198,36.911927,30.741478
ZUBEYDE HNM-1,11200,36.914773,30.746961
ZUBEYDE HNM-2,11201,36.916012,30.7498642
SUPHI TUREL CD-3,11202,36.9184466,30.7496312
SUPHI TUREL CD-4,11203,36.920875,30.7475079
KIRCICEGI CD-1,11204,36.9231465,30.7458604
KIRCICEGI CD-12,11205,36.9253567,30.7440298
HASTANE CD-7,11206,36.9286614,30.7356537
KOROGLU BLV-5,11208,36.9044069,30.7225378
KOROGLU BLV-6,11209,36.9045356,30.718719
KOROGLU BLV-1,11210,36.9042742,30.7191574
KOROGLU BLV-2,11211,36.9042088,30.7221596
KOROGLU BLV-3,11212,36.903716,30.7255
ASIK VEYSEL CD-1,11213,36.9040392,30.7302307
HASTANE CD-8,11215,36.9289499,30.7358352
KIRCICEGI CD-5,11216,36.939896,30.7413479
KIRCICEGI CD-6,11217,36.9492353,30.7387289
KIRCICEGI CD-7,11218,36.9495259,30.7381982
KIRCICEGI CD-8,11219,36.9396471,30.7409994
LARA TURIZM YOLU,11221,36.858857,30.894212
LARA T.YOLU-2,11222,36.858954,30.889168
LARA T.YOLU-3,11224,36.8564071,30.8757807
LARA T.YOLU-4,11225,36.8579485,30.8678432
LARA T.YOLU-5,11226,36.858712,30.864216
LARA T.YOLU-6,11227,36.859047,30.859756
LARA T.YOLU-7,11228,36.859519,30.856134
LARA T.YOLU-8,11230,36.8615887,30.8414747
LARA T.YOLU-9,11231,36.8607261,30.8372355
LARA T.YOLU-10 ,11232,36.8601711,30.8313482
CEBESOY CD-3,11233,36.8821286,30.7136864
CEBESOY CD-4,11234,36.8793184,30.7139263
CEBESOY CD-5,11235,36.8771141,30.7146557
CEBESOY CD-6,11236,36.875301,30.7165158
LARA T.YOLU-12,11239,36.8576345,30.8678069
LARA T.YOLU-13,11240,36.8567408,30.8715482
LARA T.YOLU-14,11241,36.8563284,30.8776953
LARA T.YOLU-15,11242,36.8566522,30.8800099
3847.SK-1,11245,36.9062458,30.6512739
3847.SK-2,11246,36.9063615,30.6561444
CUMHURIYET CD,11247,36.9911038,30.7076061
1928.SK,11248,36.9720289,30.7181574
TONGUC CD-3,11250,36.894924,30.6937475
TONGUC CD-4,11253,36.8987058,30.6996481
TONGUC CD-5,11254,36.9001696,30.7009222
FENER CD-4,11255,36.8503729,30.7615374
DUDEN PARK,11257,36.8526793,30.7813603
LARA CD-2,11259,36.8536956,30.7899815
TONGUC CD-6,11265,36.9002946,30.7007151
TONGUC CD-7,11266,36.8989199,30.6995454
SGK IL MUDURLUGU,11270,36.8994982,30.6922494
LARA CD-7,11271,36.8511371,30.8347216
LARA CD-8,11272,36.8517884,30.8409953
MURATPASA LISESI,11273,36.895863,30.673757
ISMAIL CEM CD-2,11274,36.8801559,30.7335887
ISMAIL CEM CD-4,11275,36.8810899,30.7290175
ISMAIL CEM CD-5,11276,36.8800953,30.7248688
BARIS MANCO  BLV-2,11277,36.9321234,30.6908481
BARIS MANCO CD-1,11278,36.9435765,30.6785686
BARIS MANCO  CD-2,11279,36.93813,30.6774095
BARIS MANCO  CD-3,11280,36.934042,30.6815797
BARIS MANCO  CD-4,11281,36.9324615,30.6831944
BARIS MANCO BLV-4,11282,36.9335658,30.6861591
BARIS MANCO  BLV-5,11283,36.9310772,30.6887655
5435.SK,11285,36.9407584,30.6672713
AHMET VEFIK PASA CADDESI,11287,36.9243925,30.677027
SELALE CD,11288,36.9270361,30.6958044
5370.SK-1,11290,36.9475845,30.6645306
TONGUC CD-8,11293,36.8952386,30.694043
7280.SK,11294,36.9714719,30.7299165
ANTALYA BLV. YANYOL-1,11295,36.9245948,30.6680223
ANTALYA BLV. YANYOL-3,11298,36.9441061,30.6447954
KEPEZ CD-2,11300,36.9681062,30.6465989
DURACI CD-5,11302,36.9748476,30.6518226
DURACI CD-3,11304,36.9776036,30.6554482
KARSIYAKA CD-1,11305,36.9744446,30.6597287
HURRIYET CD-7,11306,36.8999349,30.62956
HURRIYET CD-8,11307,36.8997925,30.6252896
DURALILER CD-1,11309,36.901768,30.5908173
DURALILER CADDESI,11310,36.9082129,30.5760755
DURALILER CD-3,11311,36.9016586,30.5908758
DURALILER CD-4,11312,36.9015811,30.6150203
HURRIYET CD-9,11314,36.8997151,30.6280509
ATATURK BULVARI,11316,37.0050712,30.5977106
INONU CD,11318,37.0431418,30.6202752
ATATURK BLV-13,11319,37.018211,30.601028
ATATURK BULVARI,11320,37.0210888,30.6015025
ATATURK CD-11,11322,37.058015,30.595676
ATATURK CD-12,11323,37.0544731,30.5964907
ATATURK CD-13,11324,37.052321,30.596937
ATATURK CD-14,11325,37.050392,30.597351
ATATURK CD-15,11326,37.0476345,30.5979226
ATATURK CD-16,11327,37.038833,30.59932
INONU CD,11328,37.0377195,30.6005339
ATATURK CD-21,11332,37.029377,30.600238
DOSEMEALTI BELEDIYESI,11333,37.0266736,30.6005475
ATATURK BULVARI,11335,37.021069,30.601213
ATATURK BLV-17,11336,37.018611,30.6008131
ATATURK BLV-18,11337,37.014934,30.600153
ATATURK BLV-19,11338,37.009633,30.598724
ATATURK BLV-20,11339,37.005093,30.597361
ASIR AKSU DEVLET HASTANESI,11340,36.950087,30.628354
INONU CADDESI,11343,37.0412438,30.6122191
INONU CD-2,11344,37.039629,30.606968
ATATURK CADDESI,11345,37.024089,30.601243
DOSEMEALTI BELEDIYESI,11346,37.026703,30.6008033
ATATURK CADDESI,11347,37.0300367,30.6004425
ATATURK CD-4,11348,37.033224,30.600182
ATATURK CD-5,11349,37.0364263,30.5998798
INONU CD-3,11350,37.037659,30.600809
INONU CADDESI,11351,37.0396975,30.6075464
INONU CD-5,11352,37.041316,30.612816
INCIKPINAR  CD.-1,11354,36.922421,30.819189
SEHIT KOMANDO ER MUSTAFA GOKTURK CD.-1,11355,36.9248459,30.8247139
SEHIT KOMANDO ER MUSTAFA GOKTURK CD.-2,11356,36.933901,30.821146
INCIKPINAR  CD.-3,11360,36.921838,30.818071
BILEYDILER CD-2,11363,36.8497074,30.6061708
MERSIN YOLU-1,11366,36.9471995,30.856784
YIGITLER CD-1,11367,36.8945059,30.7351007
KANARYA SK,11369,36.9492407,30.7794648
9.SK,11370,36.9490099,30.7850326
